category,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mel1,mel2,mel3,mel4,mel5,mel6,mel7,mel8,mel9,mel10,cent1,cent2,cent3,cent4,cent5,cent6,cent7,cent8,cent9,cent10,cont1,cont2,cont3,cont4,cont5,cont6,cont7,tempo1,tempo2,tempo3,tempo4,tempo5,tempo6,tempo7,tempo8,tempo9,tempo10
dreamy,-12.474057,7.3332243,5.7363863,-4.565619,-6.1594024,5.4351354,-1.5592383,0.42496127,1.991358,-0.26263517,21.901085,7.5929875,0.7340839,0.09699292,-0.069187686,-0.11653838,-0.20035586,-0.22198111,-0.22893651,-0.22934464,0.11664735474251163,0.06372094701605714,0.04883165717863897,0.04902107316697411,0.08146232678462853,0.0744940549732773,0.07641016243192086,0.08649531184723906,0.19725930644947026,0.25077435095826855,23.744498958512636,11.836352263438593,15.07196703532228,19.00773281020655,18.595472266657126,22.54734956561229,37.2129163970973,18.991798,9.549057,7.052268,4.362944,2.7425988,1.6571054,1.3660636,1.1277298,0.8772958,0.6821406
dreamy,2.2324502,34.734833,8.404947,5.4504952,1.4339528,4.2739587,1.8508718,0.36139524,1.7662199,3.391932,27.782173,7.5075235,2.6922193,1.0347881,0.60050386,1.0821012,1.5328938,0.8742187,0.24308705,-0.27957284,0.436692599028784,0.39309845551531236,0.20202481705748787,0.284550354440103,0.49242182693159214,0.5079365173350368,0.4139722973694628,0.2553600062996154,0.4473570017432892,0.3472640490547819,17.83241877255761,11.483157928615853,15.970601219190119,16.775182704704477,16.350464865959623,16.259341209497954,47.359844958691724,22.986359,10.87046,8.844619,5.201871,3.4999976,2.0472596,1.4673104,1.2669045,0.9778915,0.7838209
dreamy,-4.4602385,19.307087,-2.810577,-8.829672,-10.199452,-1.7836659,-6.2964454,-9.340347,-6.5386443,-12.969468,22.107155,8.859185,1.3311625,-6.6533213,-7.5123158,-7.7067804,-7.326222,-7.532153,-7.367658,-7.9568925,0.23067372918098622,0.3193670548903442,0.40839615499441856,0.3596043223222149,0.23457648315314286,0.39149664111543897,0.3567233335667491,0.2955405685238311,0.3368935848513684,0.3570416199960363,25.059110314646688,10.985904474232699,17.32415040447242,19.20020207112792,20.52866855625828,18.68190751665622,48.03860682799464,19.028646,6.679934,4.564287,2.8291447,1.6815526,1.1439949,0.8374425,0.6954716,0.5146733,0.44593096
dreamy,50.69448,-2.8262315,-7.2664576,-7.725104,-3.699956,-3.0677564,-1.8641455,-2.8666143,-2.7432663,0.4755203,29.616426,24.196365,17.091974,9.867567,5.197894,0.27731815,1.4704989,-1.685203,-3.3670619,-3.7624705,0.34575598942266494,0.25198751329249314,0.24615086392846236,0.15904620012955345,0.15606609730677135,0.22738876225622096,0.21084246453211372,0.22730348019040134,0.15001055202052385,0.21786250018703834,16.268937067591054,11.397260108204197,14.96633225950619,17.312580172373178,16.934481773456543,16.424015270010027,48.30857774416468,14.16081,3.6441455,2.6349497,1.7442716,1.0784074,0.70209956,0.49853554,0.43321773,0.34337643,0.31888354
dreamy,-135.72102,-12.636698,16.705881,-11.973541,-15.865867,-24.508701,-12.324959,-6.066916,-14.061914,-0.4612169,-17.460165,-41.97283,-46.861042,-47.94109,-51.857025,-53.9875,-54.063046,-54.063046,-54.063046,-54.063046,0.2952978679195997,0.12615456766241417,0.18351227021279323,0.25840404955226276,0.2789657305590591,0.25643695966876884,0.24574018726994332,0.2873794456920747,0.2437259391271336,0.23192547011836478,12.010086813040315,18.568504154789533,21.031942550644395,22.055820523001895,23.80325530057765,25.84637642318018,23.259014977504993,18.548603,11.8961,8.134007,4.4801064,2.8040686,1.4647291,1.1661602,0.88499916,0.7384039,0.57658416
dreamy,-104.40413,29.589289,16.241577,4.6750083,3.4086,-0.34332693,1.3873236,-1.413382,1.5879828,-0.20342751,-4.766949,-17.841888,-18.527386,-18.175179,-18.560328,-18.669563,-18.759048,-18.698229,-18.316658,-18.88602,0.20014059439584506,0.18213967635427503,0.20620613244147998,0.2183951404134196,0.2876851878788835,0.28087122882836885,0.2008557000794166,0.31225696278775417,0.28072337756470533,0.2831344832661564,13.664658106007915,14.021587173856096,17.505991754422503,18.249293609136252,18.275962245736117,17.838121727036306,38.024918521418385,31.95773,20.468573,14.268254,8.888675,5.865718,4.81107,3.7673173,3.0249321,2.3684719,2.1513307
dreamy,-36.896763,19.983427,9.686364,4.2496605,1.3416187,-2.3508003,-0.73086315,-1.8847454,-2.782086,-0.26235372,10.555779,-8.959397,-14.295384,-16.13446,-17.97293,-18.105404,-17.439543,-18.839045,-19.27605,-19.663313,0.4696196835518937,0.2669514982397232,0.3456928850555565,0.29728892086427805,0.3313795654166055,0.26243167512911014,0.2599189050298623,0.25045404467459453,0.29436090484059807,0.3487637197457122,13.54518687005405,9.645526033701755,15.430993405376007,18.32302799258029,17.12420450313033,16.15099628391163,42.52792528206173,28.909672,18.083677,11.025077,8.133071,4.9406734,3.6071615,2.8868134,2.1794496,1.8941526,1.5598693
dreamy,14.533643,16.35423,17.081753,7.8929334,5.1904583,0.29513207,2.8531218,2.7764862,1.5629785,3.9099452,29.154661,6.5653696,3.1821344,0.6427317,-1.7325841,-3.5386138,-4.1803117,-3.841351,-4.6186166,-5.436143,0.38794034662369176,0.0926427794690186,0.2922706797018009,0.20392972343387472,0.3194552907006645,0.39735636510024747,0.2783896129677365,0.2305517138960669,0.17026126893866872,0.31387866006955817,15.815080517118238,13.859471438198025,16.612894425060126,18.06574929053317,16.644058039136105,16.62460223774894,44.71537434178297,25.166107,15.858028,11.029864,6.6858635,4.0903664,2.6229305,2.1366982,1.7552061,1.4127631,1.226127
dreamy,17.009483,20.814245,19.609335,7.658269,5.389879,3.832691,1.5095721,-0.55600995,2.9271364,-0.8717377,30.320824,7.0544605,3.3275664,1.330853,-0.5396597,-1.4881082,-2.0764709,-2.2358177,-2.636634,-3.4210758,0.25643272983108734,0.27033718968033926,0.27928029526550796,0.2328404955392796,0.40069472228900943,0.42271601747910176,0.23046863700263787,0.3265436827836795,0.38311911946334143,0.2789486409347078,15.88258074452578,12.798523877270915,14.973670675803008,15.833940443617376,15.415944729917218,16.61619463497222,45.82490297786234,23.219717,13.823806,10.17851,5.98947,3.7253857,2.3310308,1.8498322,1.4929832,1.1439704,0.92367345
dreamy,-22.982225,11.121697,19.736816,6.0076613,2.6177306,0.75951934,4.460541,7.5775642,11.700529,4.493997,20.746172,3.3478794,3.3968778,2.0105247,-1.1066827,-2.4080958,-2.342641,-2.160593,-2.58533,-2.6138787,0.23093475261850843,0.09003659128967291,0.3067350064275931,0.09486312135858561,0.2349472748078457,0.20604962319267173,0.13111453538123471,0.23147063840624385,0.13882987909373382,0.26737784936358316,17.768718599057372,14.485503296445607,19.872559357449813,16.615840064793716,17.222075946961073,16.903161025953086,41.98585079015329,30.525238,20.031979,14.271837,9.379,6.300098,4.955211,3.9626296,3.1698923,2.584778,2.2373734
dreamy,31.44964,-6.025289,-7.3397446,-22.024178,-9.64445,-3.7407348,-12.655265,-10.178347,-13.686973,-5.8720403,24.400423,24.101461,7.309177,0.2924542,-7.422741,-12.241394,-13.094153,-12.277539,-12.532334,-13.396382,0.36105666158178296,0.27383219156401417,0.2493549121504361,0.367012439457198,0.2777402162471224,0.17545075444487815,0.29597026883633215,0.2450324855034427,0.047385458197596396,0.09181768086333165,15.628099207263508,11.71129838460868,15.585693019785918,19.191250089846616,17.878710884771916,19.346181645966954,46.352380629972345,12.268193,3.3614373,2.054674,1.6017598,0.92523694,0.7128357,0.56150395,0.42791274,0.33448032,0.29510412
dreamy,38.002415,16.181969,5.798843,0.25891924,0.4798539,6.8144665,-4.8682804,-3.1711798,-1.4070548,-0.5273098,33.98598,18.228394,6.3000097,-0.8200171,-0.98216987,-3.4474425,-6.2108693,-3.9856095,-5.827744,-6.6590557,0.4341081324485478,0.26907050533005467,0.26034909391305794,0.30284723871796554,0.2896322129914907,0.14056280344082606,0.2695716380473591,0.3203500570995149,0.3746674394244362,0.2382434062447321,16.964203167697,10.842359071807175,14.644484282228271,17.993976046539654,16.717825491284763,18.96337255350516,49.179522607754826,14.392974,5.923547,4.3292546,2.5872178,1.5420899,0.9236248,0.61894447,0.50629777,0.3987063,0.35814735
dreamy,-90.98508,46.650166,32.59866,9.476446,9.996032,0.7260351,1.2343357,-3.1044335,-3.93023,-2.6278973,11.833869,-6.948072,-7.919058,-7.880726,-8.888713,-9.069609,-8.872407,-9.005766,-9.113117,-9.240116,0.29803548885639797,0.19027705267007325,0.05070770626401254,0.38291485118639956,0.15115305112241118,0.15858051812847626,0.2014064069784732,0.11749116989786625,0.23774054805162234,0.16059009640239794,16.00907882339811,10.91787121244841,18.10472611771448,19.33553592008267,19.899917637239152,21.54891184432771,38.78091892463106,21.379684,8.588569,8.372093,5.7733774,4.001747,2.3175235,2.0100565,1.7491016,1.2843086,0.9978042
dreamy,32.761337,2.5385244,11.363313,-0.37405884,-4.4774613,-1.5520031,-0.7250665,-1.5866704,-2.0565453,-4.0570273,27.93877,11.046273,9.285446,7.190549,3.17619,0.73707426,-3.1248665,-4.3278584,-5.1075063,-5.8843164,0.41690270797746937,0.265249922547558,0.3746846447267739,0.24463316758784606,0.35133147767577233,0.3366651988003791,0.35243302102865004,0.2805490346644483,0.23426188410801954,0.3637758077149172,15.08096715619842,10.87049038821922,14.483855306370181,14.686438440540803,14.708070180547823,17.046817920688067,46.92179997626361,14.522869,5.8742228,4.056384,2.5201283,1.3398125,0.9969002,0.6596553,0.51878214,0.4051431,0.36093774
dreamy,33.74198,10.810167,10.259769,1.2872347,2.3078885,1.9671338,-1.6206727,-2.021175,0.5727133,0.53180164,30.833435,14.095693,7.241409,3.122324,-2.2046406,-3.844785,-4.5400167,-5.2861276,-6.524471,-6.768248,0.37104688388348633,0.29621899880236896,0.1962290714106657,0.1675321450283363,0.22314537628250528,0.23886558779573888,0.3651016022586713,0.43718821049378337,0.2762123806305894,0.15855506106466105,14.642601091927913,11.162219289827357,16.64125003782461,18.398740563864273,17.00019544161473,17.712617853428757,46.77192497901904,15.457647,6.6512957,4.767888,3.1323085,1.8974,0.9624919,0.6350798,0.45771587,0.4138272,0.3493277
dreamy,5.4599524,-12.521554,3.9229267,3.0116062,-0.073796,6.3336253,-1.09778,3.633225,3.8644938,0.8995518,11.749903,7.973271,6.7699184,-1.1907934,-2.3173382,-9.386646,-11.498815,-12.463579,-12.986942,-13.109662,0.38310531613215304,0.35122597961059093,0.43143299717269973,0.39957084349511807,0.46065946402329644,0.6018648246580209,0.2875871736640937,0.2868153477444804,0.28738076818058966,0.4610521066393103,15.8673379281736,11.869181209231199,14.598642680097864,17.90575363101366,18.622362242541456,17.585562219352195,44.60388777276692,16.499907,5.8501062,4.178973,2.4453619,1.3466244,0.83141303,0.70772797,0.4169979,0.38068673,0.3425127
dreamy,-181.99309,4.8446536,-20.867315,-17.032799,0.4464863,-15.679979,18.496283,10.5929985,5.8449087,-0.6424029,-25.768679,-24.22173,-30.620174,-32.52446,-30.659952,-32.72781,-30.98732,-29.70525,-28.626223,-32.740314,0.6327276761537003,0.5079675999366299,0.5872944062715808,0.5304966533334196,0.484614617117875,0.6038678934702025,0.6057461318469864,0.5201020251844711,0.5668338459679054,0.36105953852517675,11.009114479051798,9.504379450667745,26.34959009340762,30.741714653404745,26.689063837618747,27.206845366062783,46.91709878255087,25.594772,13.676714,8.073257,5.3495526,3.7349956,2.8677864,2.361951,1.856379,1.4802276,1.1976861
dreamy,12.093212,11.680263,15.87113,4.863166,5.4697165,0.5761078,-0.87417144,3.8737593,5.2517405,1.295091,25.600233,5.1567593,-3.7561395,-5.7153416,-11.200244,-16.321579,-20.156128,-20.345144,-20.662962,-21.944572,0.2372556118829887,0.16992865735502466,0.23919167302988847,0.150323174046232,0.1984159360818125,0.20746775564281625,0.20558498523540084,0.19827007821544154,0.1741988315347009,0.22266744646966635,19.796850854987447,10.470910456164166,17.161755908521336,20.316569746809503,17.780285935505198,19.182221418408027,47.49486147184971,10.302121,3.279348,2.4722917,1.666027,0.9974857,0.7010544,0.4699985,0.44264266,0.39824513,0.30451614
dreamy,18.857246,1.8775144,15.304759,7.930874,3.1145601,1.3895463,4.501095,0.01768647,0.54005665,0.58528537,20.000574,7.727612,8.091052,8.905046,7.9212613,4.607611,0.70815766,-1.9003383,-2.5609949,-3.2330034,0.381731422062758,0.34501203388779345,0.43438203130347697,0.43140590187384625,0.40310201487764513,0.34331414052290393,0.27561897463094165,0.32865060920062494,0.34795439857496685,0.38091946997694986,14.225815160844075,10.5277944548055,15.31029034284173,17.841006157091286,17.280668401653745,18.720218112937836,44.282801384435714,16.798073,7.51819,5.109708,3.038876,1.7009907,0.9723164,0.6919754,0.573457,0.43033716,0.35917738
dreamy,57.69139,-8.184683,3.9471755,2.7089443,1.8881935,0.20948999,3.578705,7.504472,5.3336873,0.38563684,32.152294,24.908865,20.623318,14.447172,5.8688436,-1.075245,-3.6926806,-5.2777348,-6.060669,-6.7008476,0.39169448531720363,0.37463745789076575,0.25757522517227865,0.34117273793053166,0.2686254193150166,0.2956665872584432,0.31632519263666636,0.18684433550196386,0.2582226630612699,0.3021609345081546,14.645291227554921,9.654600760249673,16.4708201418604,18.470852984017956,17.9053599880594,16.591614893315413,46.3611492018756,14.014747,4.7618895,4.294396,2.3235307,1.3627654,0.879379,0.6047162,0.44349962,0.39711902,0.35433838
